Gene,Length,RPF,mRNA,TE
YGR169CA,92,299.37,40.12,7.46186440677966
YGR170W,1138,9.24,39.01,0.236862342988977
YGR171C,575,8.8,20.54,0.428432327166504
YGR172C,248,102.2,83.94,1.21753633547772
YGR173W,368,148.68,123.97,1.19932241671372
YGR174C,170,32.81,31.85,1.03014128728414
YGR175C,496,558.69,445.72,1.25345508390918
YGR177C,535,40.57,52.62,0.770999619916382
YGR178C,722,117.62,172.8,0.680671296296296
YGR179C,406,17.14,24.24,0.707095709570957
YGR180C,345,1008.93,687.3,1.46796158882584
YGR181W,105,246.94,163.11,1.51394764269511
YGR183C,66,178.17,105.14,1.69459767928476
YGR184C,1950,32.85,99.06,0.331617201695942
YGR185C,394,508.77,487.53,1.04356654975078
YGR186W,735,79.04,105.26,0.750902527075812
YGR187C,394,117,68.2,1.71554252199413
YGR188C,1021,4.2,15.14,0.277410832232497
YGR189C,507,333.6,235.3,1.4177645558861
YGR191W,603,110.79,96.47,1.14843992951177
YGR193C,410,101.25,81.27,1.24584717607973
YGR194C,600,13.61,22.47,0.605696484201157
YGR195W,246,76.19,76.42,0.996990316671028
YGR196C,817,29.48,32.89,0.896321070234114
YGR197C,547,12.22,20.78,0.588065447545717
YGR198W,817,28.79,63.79,0.451324659037467
YGR199W,759,35.21,48.24,0.729892205638474
YGR200C,788,81.61,109.55,0.744956640803286
YGR201C,225,7.46,29.53,0.252624449712157
YGR202C,424,46.3,42.02,1.10185625892432
YGR203W,148,50.26,42.56,1.18092105263158
YGR204W,946,365.25,382.33,0.955326550362253
YGR205W,290,54.36,52.27,1.03998469485364
YGR206W,101,45.55,47.75,0.953926701570681
YGR207C,261,132.41,118.04,1.12173839376483
YGR208W,309,138.28,126.3,1.09485352335709
YGR209C,104,1422.84,818.2,1.73898802248839
YGR210C,411,92.93,114,0.815175438596491
YGR211W,486,202.36,166.99,1.21180909036469
YGR212W,468,6.04,11.67,0.517566409597258
YGR214W,252,3196.29,2501.77,1.27761145109263
YGR215W,110,149.37,95.3,1.56736621196222
YGR216C,609,11.17,28.28,0.394978783592645
YGR217W,2039,7.09,28.41,0.249560014079549
YGR218W,1084,154.07,197.36,0.780654641264694
YGR220C,269,70.55,82.51,0.855047872985093
YGR221C,622,3.85,14.48,0.265883977900552
YGR222W,293,15.57,43.67,0.356537668880238
YGR223C,448,13.31,32.3,0.412074303405573
YGR227W,525,28.94,42.56,0.679981203007519
YGR229C,505,109.85,131.76,0.833712811171828
YGR230W,137,25.3,22.27,1.13605747642568
YGR231C,310,163.27,210.2,0.776736441484301
YGR232W,228,106.34,106.63,0.997280315108319
YGR233C,1178,47.21,98.18,0.480851497249949
YGR234W,399,1023.97,798.79,1.28190137583094
YGR235C,233,105.89,79.21,1.33682615831334
YGR237C,785,19.82,28.46,0.696416022487702
YGR238C,882,4.75,19.53,0.243215565796211
YGR239C,288,15.28,17.09,0.894090111176126
YGR240C,987,1188.34,1079.14,1.10119168967882
YGR241C,568,33.18,51.12,0.64906103286385
YGR243W,146,12.6,10.45,1.20574162679426
YGR244C,427,130.48,143.73,0.90781326097544
YGR245C,767,73.31,97.28,0.753597861842105
YGR246C,596,34.29,40.96,0.837158203125
YGR247W,239,26.08,37.27,0.699758518916018
YGR248W,255,18.37,15.05,1.22059800664452
YGR250C,781,27.56,34.97,0.788104089219331
YGR251W,196,59.8,40.18,1.48830263812842
YGR252W,439,26.86,42.49,0.632148740880207
YGR253C,260,366.02,332.01,1.10243667359417
YGR255C,479,30.73,67.71,0.453847289912864
YGR256W,492,2.91,4.2,0.692857142857143
YGR257C,366,14.39,68.04,0.211493239271017
YGR258C,1031,9.43,21.91,0.430397078959379
YGR260W,534,163.06,203.31,0.802026462053023
YGR261C,809,46.47,99.59,0.466613113766442
YGR262C,261,55.85,50.72,1.10114353312303
YGR263C,424,15.31,18.34,0.834787350054526
YGR264C,751,339.84,411.15,0.82655964976286
YGR266W,701,47.04,49.36,0.952998379254457
YGR267C,243,165.39,178.23,0.927958256185827
YGR268C,198,32.43,32.56,0.996007371007371
YGR270W,1379,25.36,84.26,0.300973178257774
YGR271CA,233,77.69,56.19,1.38263036127425
YGR271W,1967,17.53,44.91,0.390336228011579
YGR274C,1066,20.06,39.1,0.513043478260869
YGR275W,157,133.25,81.5,1.63496932515337
YGR276C,553,40.33,49.13,0.820883370649298
YGR277C,305,50.43,52.12,0.967574827321566
YGR278W,577,13.18,17.57,0.750142287990894
YGR279C,386,1156.76,696.79,1.66012715452288
YGR280C,271,110.45,51.94,2.12649210627647
YGR281W,1477,40.61,112.76,0.360145441645974
YGR282C,313,1238,1013.24,1.22182306265051
YGR283C,341,31.79,32.47,0.979057591623037
YGR284C,310,274.67,235.92,1.1642505934215
YGR285C,433,1134.84,829.16,1.36866226060109
YGR286C,375,39.34,46.98,0.83737760749255
YGR288W,473,4.67,10.61,0.440150801131009
YHL002W,452,47.6,49.43,0.962977948614202
YHL003C,411,117.57,141.06,0.833475116971501
YHL004W,394,60.96,71.7,0.85020920502092
YHL006C,150,9.2,14.11,0.652019844082211
YHL007C,939,43.04,65.36,0.658506731946144
YHL008C,627,10.77,33.6,0.320535714285714
YHL009C,330,35.83,33.41,1.0724334031727
YHL010C,585,8.65,17.5,0.494285714285714
YHL011C,320,247.42,216.55,1.14255368275225
YHL013C,307,65.42,44.57,1.46780345523895
YHL014C,405,11.33,16.41,0.69043266301036
YHL015W,121,7523.69,4316.7,1.74292630944935
YHL017W,532,41.87,70.31,0.595505617977528
YHL018W,120,17.39,14.76,1.17818428184282
YHL019C,605,9.7,21.07,0.460370194589464
YHL020C,404,32.35,53.97,0.5994070780063
YHL021C,465,87.66,66.04,1.32737734706239
YHL023C,1146,9.92,33.07,0.299969761112791
YHL025W,332,33.21,44.03,0.754258460140813
YHL026C,315,3.97,16.25,0.244307692307692
YHL027W,625,44.61,47.17,0.945728217087132
YHL028W,605,5.74,14.56,0.394230769230769
YHL029C,679,13.27,28.63,0.463499825358016
YHL030W,1868,54.04,100.14,0.539644497703216
YHL031C,223,86.58,53.41,1.6210447481745
YHL032C,709,3.05,30.47,0.10009845749918
YHL034C,294,1008.86,461.85,2.18438887084551
YHL035C,1592,3.45,44.76,0.0770777479892761
YHL036W,546,2.94,9.92,0.296370967741935
YHL038C,630,11.2,18.05,0.620498614958449
YHL039W,585,34.13,56.79,0.600986089100194
YHL040C,627,33.14,67.27,0.492641593578118
YHL044W,235,5.62,11.52,0.487847222222222
YHL047C,620,18.66,48.58,0.384108686702347
YHR001W,437,73.49,74.89,0.981305915342502
YHR001WA,77,203.63,76.06,2.67722850381278
YHR002W,357,6.13,15.3,0.400653594771242
YHR003C,429,39.92,56.79,0.702940658566649
YHR004C,446,7.68,26.37,0.291240045506257
YHR005C,472,81.03,115.22,0.703263322339872
YHR005CA,93,586.11,431.82,1.35730165346672
YHR006W,541,30.41,35.02,0.868360936607653
YHR007C,530,498.01,636.36,0.782591614809227
YHR008C,233,318.25,230.87,1.37848139645688
YHR009C,523,61.16,129.11,0.473704592982728
YHR010W,136,5384.82,3866.65,1.39263186479252
YHR011W,446,12.42,19.75,0.628860759493671
YHR012W,282,75.61,85.69,0.882366670556658
YHR013C,238,204.2,167.08,1.22216902082835
YHR015W,659,3.31,5.45,0.607339449541284
YHR016C,468,57.3,52.9,1.08317580340265
YHR017W,385,22.23,37.2,0.59758064516129
YHR018C,463,95.8,78.87,1.21465703055661
YHR019C,554,751.62,644.77,1.16571800797184
YHR020W,688,502.29,515.4,0.974563445867288
YHR021C,82,5830.05,2939.11,1.98361068486719
YHR023W,1928,23.59,67.01,0.352037009401582
YHR024C,482,55.43,75.66,0.732619614062913
YHR025W,357,340.69,288.54,1.18073750606502
YHR026W,213,314.13,352.36,0.891503008286979
YHR027C,993,248.61,291.43,0.853069347699276
YHR028C,818,52.32,106.13,0.492980307170451
YHR029C,294,68.32,59.09,1.15620240311389
YHR030C,484,47.92,76.36,0.627553693033002
YHR031C,723,11.26,26.28,0.428462709284627
YHR032W,581,43.02,67.77,0.634794156706507
YHR034C,344,27.82,29.47,0.94401085850017
YHR035W,630,2.43,4.84,0.502066115702479
YHR036W,471,20.5,26.23,0.781547845977888
YHR037W,575,82.73,90.38,0.915357379951317
YHR038W,230,38.96,26.11,1.49214860206817
YHR039C,644,70.57,125.71,0.561371410388991
YHR039CA,114,1786.46,1025.75,1.74161345357056
YHR040W,366,22.3,16.54,1.34824667472793
YHR041C,210,43.38,74.29,0.583927850316328
YHR042W,691,171.01,219.87,0.777777777777778
YHR045W,560,25.74,53.08,0.484928409947249
YHR046C,295,45.33,41.71,1.08678973867178
YHR047C,856,140.6,175.82,0.799681492435445
YHR048W,514,1.92,7.76,0.247422680412371
YHR049W,243,163.18,126.38,1.29118531413198
YHR050W,549,29.95,51.64,0.579976762199845
YHR051W,148,226.42,130.69,1.73249674802969
YHR052W,376,176.86,143.46,1.23281751010735
YHR057C,205,71.9,65.78,1.09303739738522
YHR058C,295,38.94,35.37,1.10093299406277
YHR059W,130,92.15,52.24,1.76397396630934
YHR060W,181,78.29,66.35,1.17995478522984
YHR061C,314,22.35,29,0.770689655172414
YHR062C,293,53.14,64.16,0.828241895261845
YHR063C,379,128.71,131.41,0.979453618446085
YHR064C,538,982.51,891.73,1.10180211498996
YHR065C,501,100.28,89,1.12674157303371
YHR067W,280,10.99,26.72,0.411302395209581
YHR068W,387,412.32,432.76,0.952768278029393
YHR069C,359,63.02,65.67,0.959646718440688
YHR070W,499,44.11,40.83,1.08033308841538
YHR071W,229,14.51,111.11,0.130591305913059
YHR072W,731,34.74,69.21,0.501950585175553
YHR072WA,58,1058.54,515.06,2.05517803751019
YHR073W,996,25.39,67.05,0.378672632363908
YHR074W,714,86.14,118.63,0.726123240327067
YHR075C,400,8.54,15.13,0.564441506939855
YHR076W,343,64.56,59.98,1.07635878626209
YHR077C,1089,18.49,47.86,0.386335144170497
YHR078W,552,8.8,33.35,0.263868065967017
YHR079C,1115,6.87,33.37,0.205873539106982
YHR080C,1345,3.15,28.39,0.110954561465305
YHR081W,184,113.91,65,1.75246153846154
YHR082C,1029,28.56,99.1,0.288193743693239
YHR083W,329,49.33,96.04,0.513640149937526
YHR084W,688,30.55,54.08,0.564903846153846
YHR085W,334,38.16,41.85,0.911827956989247
YHR086W,523,23.13,43.95,0.526279863481229
YHR087W,111,91.52,52.76,1.73464746019712
YHR088W,295,98.31,47.71,2.06057430308112
YHR089C,205,581.44,225.67,2.57650551690522
YHR090C,282,26.95,30.37,0.887388870595983
YHR091C,643,6.57,26.33,0.249525256361565
YHR094C,570,205.43,165.26,1.24307152365969
YHR097C,366,32.43,22.99,1.41061331013484
YHR098C,929,86.71,158.72,0.546307963709677
YHR099W,3744,27.29,105.86,0.257793311921406
YHR101C,335,21.2,22.04,0.961887477313975
YHR102W,1080,16.5,32.17,0.512900217594032
YHR103W,852,31.58,83.76,0.377029608404967
YHR104W,327,157.6,125.52,1.25557680050988
YHR105W,214,17.35,12.19,1.42329778506973
YHR106W,342,12.52,30.8,0.406493506493506
YHR107C,407,147.27,120.56,1.22154943596549
YHR108W,585,159.68,177.76,0.898289828982898
YHR109W,585,6.83,13.12,0.520579268292683
YHR110W,212,55.16,94.95,0.580937335439705
YHR111W,440,48.81,50.89,0.959127529966595
YHR112C,378,37.71,41.79,0.902368987796124
YHR113W,490,67.85,74.93,0.905511811023622
YHR114W,633,37.24,47.58,0.782681799075242
YHR115C,416,39.62,62.35,0.635445068163593
YHR116W,151,32.57,24.44,1.33265139116203
YHR117W,639,54.33,89.5,0.607039106145251
YHR118C,435,23.64,24.66,0.958637469586375
YHR119W,1080,14.64,46.3,0.316198704103672
YHR120W,959,9.36,29.2,0.320547945205479
YHR121W,187,134.43,97.64,1.37679229823843
YHR122W,231,86.28,66.26,1.30214307274374
YHR123W,391,64.82,65.58,0.98841110094541
YHR127W,243,61.06,59.14,1.03246533648969
YHR128W,216,475.16,368.43,1.28968867898922
YHR129C,384,10.28,27.17,0.378358483621641
YHR131C,850,6.48,28.72,0.225626740947075
YHR132C,430,144.05,118.46,1.21602228600371
YHR132WA,131,137.3,118.72,1.15650269541779
YHR133C,291,148.95,171.66,0.867703600139811
YHR134W,269,8.45,24.15,0.349896480331263
YHR135C,538,89.94,111.79,0.804544234725825
YHR136C,148,227.73,168.93,1.34807316640028
YHR137W,513,53.34,71.76,0.743311036789298
YHR138C,114,67.58,39.72,1.70140986908359
YHR140W,239,10.17,10.09,1.00792864222002
YHR142W,316,49.29,56.22,0.876734258271078
YHR143W,325,399.57,304.83,1.3107961814782
YHR143WA,70,632.36,296.7,2.13131108864173
YHR144C,312,36.82,53.95,0.682483781278962
YHR146W,465,248.31,163.1,1.52244022072348
YHR147C,214,79.96,75.43,1.06005568076362
YHR148W,183,96.69,65.08,1.48570989551321
YHR149C,734,33.15,48.21,0.687616677037959
YHR150W,579,5.35,16.75,0.319402985074627
YHR151C,526,8.06,31.81,0.253379440427539
YHR152W,173,126.4,82.5,1.53212121212121
YHR153C,198,8.41,9.69,0.867905056759546
YHR154W,1070,23.32,46.46,0.501937150236763
YHR155W,1228,9.52,40.76,0.233562315996075
YHR156C,340,10.6,12.3,0.861788617886179
YHR158C,1164,35.14,53.02,0.662768766503206
YHR159W,504,6.67,17.58,0.379408418657565
YHR161C,637,22.24,34.61,0.642588847154002
YHR162W,129,591.85,543.27,1.08942146630589
YHR163W,249,157.48,226.9,0.694050242397532
YHR164C,1522,7.05,23.8,0.296218487394958
YHR165C,2413,16.24,75.63,0.214729604654238
YHR166C,626,12.55,20.13,0.623447590660705
YHR167W,261,31.43,27.53,1.14166363966582
YHR168W,518,8.02,16.53,0.485178463399879
YHR169W,431,51.25,61.43,0.834282923652938
YHR170W,518,131.17,153.92,0.852195945945946
YHR171W,630,7.17,10.31,0.695441319107662
YHR172W,823,14.78,29.54,0.500338524035207
YHR175W,189,78.13,84.89,0.920367534456355
YHR176W,432,3.42,6.38,0.536050156739812
YHR178W,743,8.21,18.48,0.444264069264069
YHR179W,400,1204.26,799.5,1.50626641651032
YHR181W,228,74.99,83.32,0.900024003840615
YHR182W,785,6.65,20.81,0.319557904853436
YHR183W,489,1257.19,911.74,1.37889091188277
YHR184W,571,3.06,3.45,0.88695652173913
YHR186C,1557,16,45.14,0.354452813469207
YHR187W,309,37.6,32.97,1.14043069457082
YHR188C,610,60.69,111.1,0.546264626462646
YHR189W,190,7.57,15.8,0.479113924050633
YHR190W,444,259.86,213.27,1.21845547897032
YHR191C,133,53.15,39.22,1.35517593064763
YHR192W,278,45.35,53.46,0.848297792742237
YHR193C,174,3169.68,1553.96,2.03974362274447
YHR194W,579,3.56,17.94,0.198439241917503
YHR195W,321,18.79,34.96,0.537471395881007
YHR196W,575,75.09,102.97,0.72924152665825
YHR197W,763,33.97,56.05,0.606066012488849
YHR198C,321,23.41,27.75,0.843603603603604
YHR199C,310,44.81,88.27,0.507646992183075
YHR199CA,73,28.05,40.45,0.69344870210136
YHR200W,268,266.75,234.32,1.13840047797883
YHR201C,397,99.85,75.99,1.31398868272141
YHR202W,602,7.61,12.67,0.600631412786109
YHR204W,796,8.92,37.72,0.236479321314952
YHR205W,824,55.02,87.98,0.625369402136849
YHR206W,622,28.79,55.62,0.517619561308882
YHR207C,526,39.12,40.51,0.965687484571711
YHR208W,393,666.8,658.96,1.0118975355105
YHR209W,291,10.09,12.01,0.840133222314738
YIL001W,513,10.66,19.95,0.534335839598998
YIL002C,946,9.61,31.53,0.304789089755788
YIL002WA,69,281.32,234.66,1.19884087616125
YIL003W,293,23.4,31.91,0.73331244124099
YIL004C,142,80.99,66.2,1.22341389728097
YIL005W,701,48.97,59.82,0.818622534269475
YIL006W,373,3.49,8.71,0.400688863375431
YIL007C,220,31.16,31.99,0.974054391997499
YIL008W,99,253.08,103.9,2.43580365736285
YIL009CA,181,26.27,35.89,0.731958762886598
YIL009W,694,30.47,78.15,0.389891234804862
YIL010W,215,108.55,90.65,1.19746276889134
YIL011W,269,14.36,9.7,1.48041237113402
YIL013C,1411,0.9,4.53,0.198675496688742
YIL014CA,104,20.25,16.56,1.22282608695652
YIL014W,630,19.68,45.31,0.434341205032002
YIL015W,587,230.75,222.68,1.03624034488953
YIL016W,159,106.97,118.86,0.899966346962813
YIL017C,921,5.47,21.11,0.259118900994789
YIL019W,346,46.76,33.71,1.3871254820528
YIL020C,261,66.95,49.78,1.34491763760546
YIL021W,318,170.55,127.53,1.33733239237826
YIL022W,431,109.87,111.68,0.983792979942693
YIL023C,346,29.16,35.28,0.826530612244898
YIL024C,189,5.24,15.1,0.347019867549669
YIL026C,1150,22,41.04,0.536062378167641
YIL027C,141,121.26,117.98,1.02780132225801
YIL030C,1319,56.87,103.88,0.547458606083943
YIL031W,1034,6.37,35.41,0.179892685682011
YIL033C,416,133.6,93.58,1.42765548194059
YIL034C,287,113.03,113.69,0.994194740082681
YIL035C,372,73.74,87.58,0.841973053208495
YIL036W,587,40,56.68,0.705716302046577
YIL038C,836,69.97,71.94,0.972616068946344
YIL039W,473,91.36,121.22,0.75367101138426
YIL040W,138,69.63,66.33,1.04975124378109
YIL041W,326,371.43,341.19,1.0886309680823
YIL042C,394,8.47,18.74,0.451974386339381
YIL043C,284,302.19,404.47,0.747125868420402
YIL044C,298,75.84,82.58,0.918382174860741
YIL045W,538,9.54,10.34,0.922630560928433
YIL046W,640,15.9,41.91,0.379384395132427
YIL047C,902,28.14,110.33,0.255053022749932
YIL048W,1151,21.54,47.93,0.44940538284999
YIL049W,253,12.42,27.04,0.459319526627219
YIL050W,285,35.56,45.42,0.782915015411713
YIL051C,145,2386.53,1310.14,1.82158395286
YIL053W,250,3038.14,2175.31,1.39664691469262
YIL055C,627,4.68,9.03,0.51827242524916906
YIL056W,640,14.61,29.14,0.501372683596431
YIL061C,300,23.3,24.28,0.959637561779242
YIL062C,154,354.79,215.4,1.64712163416899
YIL063C,327,111.39,98.73,1.12822850197508
YIL064W,257,68.27,71.81,0.950703244673444
YIL065C,155,79.38,64.46,1.23146137139311
YIL066C,869,3.7,6.8,0.544117647058824
YIL067C,678,12.18,27,0.451111111111111
YIL068C,805,22.72,47.93,0.474024619236386
YIL070C,266,141.91,94.92,1.49504846186262
YIL071C,444,5.84,16.85,0.346587537091988
YIL074C,469,135.05,134.84,1.00155740136458
YIL075C,945,203.47,264.77,0.768478301922423
YIL076W,296,211.71,191.04,1.1081972361809
YIL077C,320,13.32,21.38,0.623012160898036
YIL078W,734,817.3,881.05,0.927643153056013
YIL079C,360,38.39,49.35,0.777912867274569
YIL083C,365,52.44,57.04,0.919354838709677
YIL084C,327,29.86,27.24,1.09618208516887
YIL087C,157,30.46,22.88,1.33129370629371
YIL088C,490,38.42,73.72,0.521161150298426
YIL090W,491,26.92,62.25,0.432449799196787
YIL091C,721,50.52,62.87,0.803562907587085
YIL092W,633,3.75,13.14,0.285388127853881
YIL093C,264,45.5,40.08,1.13522954091816
YIL094C,371,219.99,298.21,0.737701619663995
YIL095W,810,14.9,23.57,0.632159524819686
YIL096C,336,26.92,37.64,0.71519659936238
YIL097W,516,6.18,12.21,0.506142506142506
YIL098C,155,54.22,37.78,1.43515087347803
YIL101C,647,3.31,4.49,0.737193763919822
YIL103W,425,41.95,50.49,0.830857595563478
YIL104C,507,28.82,34.75,0.829352517985611
YIL105C,686,29.93,40.32,0.742311507936508
YIL106W,314,63.43,47.96,1.32256046705588
YIL107C,827,12.36,24.1,0.512863070539419
YIL108W,696,33.05,45.33,0.729097727774101
YIL109C,926,155.34,197.02,0.788447873312354
YIL110W,377,49.56,65.92,0.751820388349515
YIL111W,151,95.64,108.21,0.883836983642917
YIL112W,1083,18.04,35.04,0.514840182648402
YIL113W,209,4.62,8.48,0.544811320754717
YIL114C,281,35.39,53.59,0.660384400074641
YIL115C,1460,64.14,100.79,0.636372656017462
YIL116W,385,109.47,91.4,1.19770240700219
YIL117C,318,49.59,39.16,1.26634320735444
YIL118W,231,151.32,108.23,1.39813360436108
YIL119C,407,25.01,39.54,0.632524026302479
YIL121W,542,31.95,61.29,0.52129221732746
YIL122W,351,5.65,11.92,0.473993288590604
YIL123W,476,735.95,448,1.64274553571429
YIL124W,297,148.06,130.74,1.13247667125593
YIL125W,1014,100.41,136.87,0.733615839848031
YIL126W,1359,52.97,111.4,0.475493716337522
YIL127C,206,87.53,61.4,1.42557003257329
YIL128W,1032,24.89,49.88,0.498997594226143
YIL129C,2376,16.52,69.87,0.23643910118792
YIL131C,484,41.3,59.08,0.699052132701422
YIL132C,213,6.05,10.4,0.581730769230769
YIL133C,199,2824.19,2193.66,1.28743287473902
YIL134W,311,7.77,22.79,0.34093900833699
YIL135C,436,33.05,34.09,0.969492519800528
YIL136W,393,27.61,16.78,1.64541120381406
YIL137C,946,66.81,81.73,0.817447693625352
YIL138C,161,299.77,201.14,1.49035497663319
YIL139C,245,8.09,25.11,0.322182397451215
YIL140W,823,39.21,41.56,0.943455245428296
YIL142W,527,288.93,289.87,0.996757167005899
YIL143C,843,33.18,49.62,0.668681983071342
YIL144W,691,16.3,29.77,0.547531071548539
YIL145C,309,82.03,79,1.03835443037975
YIL146C,529,4.01,15.63,0.256557901471529
YIL147C,1220,12,56.84,0.211118930330753
YIL149C,1679,13.39,55.22,0.24248460702644
YIL150C,571,11.65,18.96,0.614451476793249
YIL151C,1118,5.83,40.1,0.145386533665835
YIL152W,235,8.68,18.01,0.481954469739034
YIL153W,393,21.43,41.58,0.515392015392015
YIL154C,346,49.85,33.71,1.47878967665381
YIL155C,649,18.98,32.3,0.587616099071207
YIL156W,1071,9.7,28.31,0.342635111268103
YIL157C,197,88.34,72.2,1.22354570637119
YIL158W,204,41.29,74.55,0.553856472166331
YIL159W,1375,4.98,19.18,0.259645464025026
YIL161W,235,20.65,26.18,0.788770053475936
YIL162W,532,50.44,71.33,0.707135847469508
YIR001C,250,48.44,34.45,1.40609579100145
YIR002C,993,12.27,38.06,0.32238570677877
YIR003W,679,47.86,51.03,0.937879678620419
YIR004W,432,62.36,71.43,0.873022539549209
YIR005W,148,32.26,21.28,1.51597744360902
YIR006C,1480,97.94,154.73,0.632973566858399
YIR007W,764,12.27,19.52,0.628586065573771
YIR008C,409,44.74,46.33,0.965680984243471
YIR009W,111,50.2,28.82,1.74184594031922
YIR010W,576,16.13,29.99,0.53784594864955
YIR011C,319,47.51,51.84,0.916473765432099
YIR012W,431,169.28,141.71,1.19455225460447
YIR014W,242,8.62,10.17,0.847590953785644
YIR015W,144,17.91,23.58,0.759541984732825
YIR017C,187,17.98,14.48,1.24171270718232
YIR018W,245,26.45,45,0.587777777777778
YIR021W,363,14.48,29.96,0.483311081441923
YIR022W,167,139.71,101.67,1.37415166715845
YIR023W,970,13.15,35.97,0.365582429802613
YIR024C,216,26.88,18.23,1.47449259462425
YIR025W,368,13.42,14.71,0.912304554724677
YIR026C,364,60.89,64.22,0.948146994705699
YIR030C,244,16.68,19.77,0.843702579666161
YIR033W,1113,38.65,81.49,0.474291324088845
YIR034C,373,96.79,56.87,1.70195181994021
YIR035C,254,45.81,51.73,0.885559636574522
YIR036C,263,65.92,55.95,1.17819481680071
YIR037W,163,406.83,186.9,2.17672552166934
YIR038C,234,74.45,66.04,1.12734706238643
YJL001W,215,360.57,259.12,1.39151744365545
YJL002C,476,195.72,264.79,0.739151780656369
YJL003W,118,55.68,51.72,1.07656612529002
YJL004C,203,61.34,73.7,0.832293080054274
YJL005W,2026,15.71,57.55,0.272980017376195
