Gene,Length,RPF,mRNA,TE,FEcap,uATG,utr,gc
YER184C,794,1.38,9.73,0.141829393627955,NA,FALSE,NA,NA
YFL001W,442,26.24,43.31,0.605864696374971,-10.4,TRUE,39,0.41025641025641
YFL002C,606,32.71,49.7,0.658148893360161,NA,FALSE,NA,NA
YFL004W,828,209.16,286.55,0.729924969464317,NA,FALSE,NA,NA
YFL005W,215,407.1,263.7,1.54379977246871,NA,FALSE,NA,NA
YFL007W,2143,34.58,101.99,0.339052848318463,-8.2,TRUE,124,0.354838709677419
YFL008W,1225,30.44,54.04,0.563286454478164,-7.1,TRUE,55,0.4
YFL010C,211,576.42,247.48,2.32915791175044,NA,FALSE,NA,NA
YFL013C,692,32.1,35.56,0.902699662542182,NA,FALSE,NA,NA
YFL014W,109,86.72,45.15,1.92070874861573,NA,FALSE,NA,NA
YFL016C,511,58.29,72.52,0.803778268063982,-4.2,TRUE,82,0.365853658536585
YFL017C,159,74.29,82.95,0.895599758890898,NA,FALSE,NA,NA
YFL017WA,77,161.14,99.07,1.62652669829414,-8.6,TRUE,44,0.363636363636364
YFL018C,499,343.57,300.72,1.14249135408353,NA,FALSE,NA,NA
YFL021W,510,19.3,28.85,0.668977469670711,NA,FALSE,NA,NA
YFL022C,503,430.57,323.57,1.33068578669222,-9.5,TRUE,10,0.5
YFL023W,796,35.02,36.48,0.959978070175439,-12.5,TRUE,15,0.333333333333333
YFL024C,832,13.07,33.6,0.388988095238095,NA,FALSE,NA,NA
YFL025C,1029,12.32,28.31,0.435181914517838,NA,FALSE,NA,NA
YFL026W,431,321.34,474.34,0.677446557321752,NA,FALSE,NA,NA
YFL027C,497,10,25.55,0.391389432485323,-3.3,TRUE,36,0.416666666666667
YFL028C,289,53.51,51.09,1.04736739087884,-11.9,TRUE,23,0.347826086956522
YFL029C,368,20.11,26.75,0.751775700934579,NA,FALSE,NA,NA
YFL031W,238,17.1,1201.84,0.0142281834520402,-2.97,TRUE,67,0.388059701492537
YFL034CA,122,522.52,328.37,1.59125376861467,-1.7,TRUE,46,0.391304347826087
YFL034CB,287,47.97,32.75,1.46473282442748,NA,FALSE,NA,NA
YFL034W,1073,14.23,30.91,0.46036881268198,-6.6,TRUE,190,0.389473684210526
YFL036W,1351,24.25,53.99,0.449157251342841,NA,FALSE,NA,NA
YFL037W,457,467.9,475.57,0.983871985196711,-5.6,TRUE,66,0.393939393939394
YFL038C,206,686.03,505.53,1.35705101576563,-7.6,TRUE,68,0.382352941176471
YFL039C,375,3370.36,2638.2,1.27752255325601,NA,FALSE,NA,NA
YFL041W,622,60.01,72.48,0.827952538631347,-14.8,TRUE,23,0.347826086956522
YFL042C,674,20.11,30.3,0.663696369636964,-9.6,TRUE,25,0.36
YFL044C,301,56.33,56.08,1.00445791726106,NA,FALSE,NA,NA
YFL045C,254,1218.55,903.7,1.34840101803696,NA,FALSE,NA,NA
YFL046W,207,45.29,45.41,0.997357410262057,-12.4,TRUE,19,0.263157894736842
YFL047W,714,26.77,55.21,0.484875928273863,-15.6,TRUE,9,0.555555555555556
YFL048C,445,141.71,152.29,0.930527283472323,NA,FALSE,NA,NA
YFL049W,623,21.01,27.89,0.753316600932234,-6.6,TRUE,45,0.377777777777778
YFL054C,646,3.57,11.88,0.30050505050505,NA,FALSE,NA,NA
YFR001W,204,128.6,81.06,1.58647915124599,-7.4,TRUE,39,0.41025641025641
YFR002W,839,55.67,96.38,0.577609462544096,NA,FALSE,NA,NA
YFR003C,155,110.48,71.44,1.5464725643897,NA,FALSE,NA,NA
YFR004W,306,267.84,176.76,1.5152749490835,-1.6,TRUE,31,0.419354838709677
YFR005C,448,25.11,46.69,0.537802527307775,NA,FALSE,NA,NA
YFR006W,535,113.39,106.53,1.06439500610157,NA,FALSE,NA,NA
YFR007W,353,17.95,23.14,0.77571305099395,-10.4,TRUE,21,0.333333333333333
YFR008W,221,23.51,17.15,1.37084548104956,NA,FALSE,NA,NA
YFR009W,752,186.33,219.51,0.848845155118218,NA,FALSE,NA,NA
YFR010W,499,152.55,132.06,1.15515674693321,NA,FALSE,NA,NA
YFR011C,170,107.93,59.93,1.80093442349408,-4.9,TRUE,45,0.377777777777778
YFR013W,787,23.67,46.15,0.512892741061755,NA,FALSE,NA,NA
YFR014C,446,33.18,43.26,0.766990291262136,NA,FALSE,NA,NA
YFR015C,708,16.36,24.47,0.668573763792399,-4.3,TRUE,90,0.366666666666667
YFR017C,195,12.66,13.12,0.964939024390244,NA,FALSE,NA,NA
YFR018C,363,29.7,58.84,0.50475866757308,-9.8,TRUE,39,0.41025641025641
YFR021W,500,26.51,35.04,0.756563926940639,-5.8,TRUE,94,0.361702127659574
YFR022W,733,2.23,13.29,0.167795334838224,NA,FALSE,NA,NA
YFR024CA,459,198.39,196.22,1.01105901539089,-5.2,TRUE,26,0.384615384615385
YFR025C,335,45.93,73.16,0.627802077638054,-8.9,TRUE,25,0.36
YFR027W,281,16.56,14.19,1.16701902748414,-8.7,TRUE,76,0.381578947368421
YFR028C,551,48.28,81.37,0.593339068452747,-5,TRUE,59,0.406779661016949
YFR029W,678,8.44,18.44,0.457700650759219,NA,FALSE,NA,NA
YFR030W,1035,23.31,51.88,0.449306090979183,NA,FALSE,NA,NA
YFR031C,1170,10.79,31.38,0.343849585723391,NA,FALSE,NA,NA
YFR032CA,59,8843.7,4350.12,2.03297840059585,-6.4,TRUE,27,0.37037037037037
YFR033C,147,99.3,117.51,0.845034465151902,NA,FALSE,NA,NA
YFR034C,312,72.37,72.56,0.997381477398015,-12.8,TRUE,12,0.416666666666667
YFR036W,124,63.28,37.71,1.67806947759215,-6.9,TRUE,23,0.347826086956522
YFR037C,557,131.87,128.65,1.02502914885348,-11.7,TRUE,7,0.714285714285714
YFR038W,853,18.46,43.16,0.427710843373494,NA,FALSE,NA,NA
YFR039C,510,28.06,50.47,0.555973845849019,-12.4,TRUE,130,0.346153846153846
YFR040W,1002,30.16,62.72,0.480867346938776,NA,FALSE,NA,NA
YFR041C,295,52.95,56.72,0.933533145275035,-10.8,TRUE,24,0.333333333333333
YFR042W,200,39.2,47,0.834042553191489,-8.1,TRUE,49,0.408163265306122
YFR043C,237,20.83,17.44,1.19438073394495,NA,FALSE,NA,NA
YFR044C,481,466.59,447.44,1.04279903450742,-7.1,TRUE,19,0.263157894736842
YFR045W,309,16.63,17.52,0.949200913242009,-8.7,TRUE,17,0.294117647058824
YFR046C,361,8.4,14.59,0.575736806031528,-4.9,TRUE,2,1
YFR047C,295,127.85,112.11,1.14039782356614,-3.1,TRUE,35,0.4
YFR048W,662,15.18,30.93,0.49078564500485,NA,FALSE,NA,NA
YFR049W,123,164.61,80.02,2.05711072231942,NA,FALSE,NA,NA
YFR050C,266,303.35,232.57,1.30433847873758,-4,TRUE,54,0.407407407407407
YFR051C,546,157.67,171.35,0.920163408228772,-11.5,TRUE,18,0.277777777777778
YFR052W,274,218.11,189.68,1.14988401518347,NA,FALSE,NA,NA
YFR053C,485,483.03,309.5,1.56067851373183,NA,FALSE,NA,NA
YFR055W,340,101.4,106.68,0.950506186726659,NA,FALSE,NA,NA
YGL001C,349,178.16,163.02,1.09287204024046,-6.5,TRUE,55,0.4
YGL002W,216,39.92,77.7,0.513770913770914,-8.5,TRUE,26,0.384615384615385
YGL003C,566,12.47,25.3,0.492885375494071,-6,TRUE,104,0.336538461538462
YGL004C,417,22.89,23.13,0.989623865110246,-7,TRUE,16,0.3125
YGL005C,279,29.05,44.28,0.656052393857272,-3.9,TRUE,30,0.4
YGL006W,1173,17.08,49.72,0.343523732904264,NA,FALSE,NA,NA
YGL008C,918,4779.47,5373.2,0.889501600535993,NA,FALSE,NA,NA
YGL009C,779,822.07,852.45,0.964361546131738,NA,FALSE,NA,NA
YGL010W,174,19.44,31.96,0.608260325406758,NA,FALSE,NA,NA
YGL011C,252,331.79,292.75,1.1333561058924,-12.1,TRUE,26,0.384615384615385
YGL012W,473,291.52,375.1,0.777179418821647,-12.8,TRUE,38,0.394736842105263
YGL013C,1068,19.05,55.3,0.344484629294756,-9.5,TRUE,131,0.351145038167939
YGL014W,888,41.64,102.7,0.405452775073028,NA,FALSE,NA,NA
YGL016W,1081,34.32,82.59,0.415546676353069,NA,FALSE,NA,NA
YGL017W,503,16.11,23.48,0.686115843270869,NA,FALSE,NA,NA
YGL018C,184,38.94,25.68,1.51635514018692,-8.5,TRUE,36,0.416666666666667
YGL019W,278,123.03,127.82,0.962525426380848,-7.4,TRUE,77,0.376623376623377
YGL020C,235,102.42,82.51,1.24130408435341,-9.8,TRUE,51,0.411764705882353
YGL021W,760,31.54,50.58,0.623566627125346,NA,FALSE,NA,NA
YGL022W,718,129.99,280.9,0.462762548949804,-4.4,TRUE,66,0.393939393939394
YGL023C,635,27.08,56.42,0.479971641261964,-25.9,TRUE,39,0.41025641025641
YGL025C,397,26.49,25.04,1.05790734824281,-8.6,TRUE,39,0.41025641025641
YGL026C,707,427.94,333.23,1.28421810761336,-6.8,TRUE,19,0.263157894736842
YGL027C,833,95.09,130.22,0.730225771770849,-8.5,TRUE,32,0.40625
YGL028C,542,178.94,146.92,1.21794173699973,-3.3,TRUE,168,0.386904761904762
YGL029W,120,158.25,71.77,2.20496028981469,-7.6,TRUE,43,0.372093023255814
YGL030W,105,5592.48,3276.33,1.7069342831766,-5.97,TRUE,59,0.406779661016949
YGL032C,87,172.48,123.32,1.39863769056114,NA,FALSE,NA,NA
YGL035C,504,47.27,44.04,1.07334241598547,NA,FALSE,NA,NA
YGL036W,909,12.97,38.12,0.340241343126968,-7.3,TRUE,42,0.380952380952381
YGL037C,216,516.44,322.41,1.60181135820849,NA,FALSE,NA,NA
YGL038C,480,35.58,47.06,0.756056098597535,NA,FALSE,NA,NA
YGL039W,348,97.6,112.86,0.864788233209286,NA,FALSE,NA,NA
YGL040C,342,196.21,164.05,1.19603779335568,NA,FALSE,NA,NA
YGL041WA,154,65.67,58.8,1.11683673469388,NA,FALSE,NA,NA
YGL043W,309,167.7,125.98,1.33116367677409,-8.6,TRUE,23,0.347826086956522
YGL044C,296,57.74,32.09,1.79931442817077,NA,FALSE,NA,NA
YGL045W,542,5.82,9.99,0.582582582582583,NA,FALSE,NA,NA
YGL047W,202,40.61,34.6,1.17369942196532,-4.7,TRUE,88,0.375
YGL048C,405,234.19,223.6,1.04736135957066,-8.3,TRUE,29,0.379310344827586
YGL049C,914,72.23,81.47,0.886584018657175,NA,FALSE,NA,NA
YGL050W,273,48.7,43.99,1.10706978858832,-9,TRUE,24,0.333333333333333
YGL054C,138,454.8,323.82,1.40448397257736,NA,FALSE,NA,NA
YGL055W,510,337.52,376.74,0.895896374157244,NA,FALSE,NA,NA
YGL056C,527,55.08,49.78,1.10646846122941,-9.7,TRUE,99,0.353535353535354
YGL057C,287,17.13,26.41,0.648617947747065,NA,FALSE,NA,NA
YGL058W,172,144.76,129.33,1.11930719863914,-7.8,TRUE,58,0.396551724137931
YGL059W,491,5.46,14.63,0.373205741626794,-7.3,TRUE,36,0.416666666666667
YGL060W,641,19.33,33.94,0.569534472598704,NA,FALSE,NA,NA
YGL061C,247,39.82,42.84,0.929505135387488,-8.3,TRUE,74,0.378378378378378
YGL063W,370,3.26,13.7,0.237956204379562,NA,FALSE,NA,NA
YGL064C,561,14.76,22.28,0.662477558348294,NA,FALSE,NA,NA
YGL065C,503,45.7,56.46,0.809422600070847,NA,FALSE,NA,NA
YGL066W,657,27.82,27.72,1.0036075036075,-2.4,TRUE,103,0.339805825242718
YGL067W,384,47.13,69.72,0.675989672977625,NA,FALSE,NA,NA
YGL068W,194,208.4,172,1.21162790697674,-5.9,TRUE,48,0.395833333333333
YGL070C,122,175.94,99.24,1.77287384119307,-7.3,TRUE,26,0.384615384615385
YGL071W,690,20.63,49.07,0.420419808436927,NA,FALSE,NA,NA
YGL073W,833,19.45,39.76,0.489185110663984,NA,FALSE,NA,NA
YGL075C,387,10.73,16.53,0.649122807017544,-11.4,TRUE,193,0.383419689119171
YGL077C,563,93.91,133.13,0.705400736122587,NA,FALSE,NA,NA
YGL078C,523,161.36,137.48,1.17369799243526,NA,FALSE,NA,NA
YGL079W,218,25.83,51.02,0.506272050176401,-13,TRUE,29,0.379310344827586
YGL080W,130,91.8,62.47,1.46950536257404,-6.3,TRUE,22,0.363636363636364
YGL081W,320,5.43,5.84,0.929794520547945,NA,FALSE,NA,NA
YGL082W,381,58.19,61.75,0.942348178137652,-10.7,TRUE,91,0.362637362637363
YGL083W,804,16.18,27.3,0.592673992673993,-6,TRUE,69,0.376811594202899
YGL084C,560,56.03,80.5,0.696024844720497,NA,FALSE,NA,NA
YGL085W,274,7.5,17.42,0.430539609644087,NA,FALSE,NA,NA
YGL086W,749,23.03,46.52,0.495055889939811,NA,FALSE,NA,NA
YGL087C,137,154.69,89.09,1.73633404422494,NA,FALSE,NA,NA
YGL090W,421,5.02,19.76,0.254048582995951,-13.9,TRUE,33,0.393939393939394
YGL091C,328,44.48,41.86,1.06258958432871,-4.4,TRUE,9,0.555555555555556
YGL092W,1317,50.32,111.06,0.45308842067351,-5.3,TRUE,94,0.361702127659574
YGL093W,917,17.56,35.96,0.488320355951057,-10.6,TRUE,33,0.393939393939394
YGL094C,1115,12.67,55.04,0.230196220930233,NA,FALSE,NA,NA
YGL095C,577,27.88,43.76,0.637111517367459,-15.1,TRUE,51,0.411764705882353
YGL097W,482,142.16,136.31,1.04291688063972,-3.9,TRUE,43,0.372093023255814
YGL098W,245,47.1,40.78,1.15497793035802,NA,FALSE,NA,NA
YGL099W,640,118.29,121.12,0.976634742404227,-8.1,TRUE,21,0.333333333333333
YGL100W,349,81.94,101.39,0.80816648584673,-8.6,TRUE,38,0.394736842105263
YGL101W,215,91.79,78.29,1.17243581555754,-9.2,TRUE,13,0.384615384615385
YGL103W,149,9751.64,7380.96,1.32118857167631,-5.2,TRUE,17,0.294117647058824
YGL104C,486,9.76,17.11,0.570426651081239,-11,TRUE,31,0.419354838709677
YGL105W,376,885.51,742.02,1.19337753699361,-5.6,TRUE,66,0.393939393939394
YGL106W,149,646.82,358.05,1.8065074710236,-2,TRUE,30,0.4
YGL107C,646,27.29,45.56,0.598990342405619,-11.3,TRUE,60,0.4
YGL108C,140,63.77,46.4,1.37435344827586,NA,FALSE,NA,NA
YGL110C,624,21.5,27.21,0.790150679897097,-5.7,TRUE,24,0.333333333333333
YGL111W,463,67.32,77.92,0.863963039014374,NA,FALSE,NA,NA
YGL112C,516,61.11,78.97,0.773838166392301,NA,FALSE,NA,NA
YGL113W,668,5.18,22.69,0.228294402820626,-18.6,TRUE,67,0.388059701492537
YGL114W,725,18.28,37.81,0.483469981486379,-5.1,TRUE,42,0.380952380952381
YGL115W,322,94.69,143.37,0.660458952361024,-7.1,TRUE,122,0.352459016393443
YGL116W,610,29.22,33.81,0.864241348713398,NA,FALSE,NA,NA
YGL117W,265,5.5,14.11,0.38979447200567,NA,FALSE,NA,NA
YGL119W,501,22.94,34.28,0.669194865810969,-9.6,TRUE,53,0.415094339622642
YGL120C,767,146.81,154.58,0.949734765170138,-6.7,TRUE,32,0.40625
YGL123W,254,6434.73,4744.81,1.35616178519266,NA,FALSE,NA,NA
YGL124C,644,10.15,21.55,0.470997679814385,NA,FALSE,NA,NA
YGL125W,600,23.13,38.31,0.603758809710258,-9.1,TRUE,168,0.386904761904762
YGL126W,380,25.05,62.81,0.398821843655469,NA,FALSE,NA,NA
YGL127C,127,54.43,53.09,1.02524015822189,NA,FALSE,NA,NA
YGL128C,283,10.69,12.35,0.865587044534413,NA,FALSE,NA,NA
YGL129C,450,37.07,46.81,0.791924802392651,NA,FALSE,NA,NA
YGL130W,459,47.36,46.11,1.02710908696595,-5.6,TRUE,43,0.372093023255814
YGL131C,1403,4.44,27.01,0.164383561643836,-15.6,TRUE,73,0.383561643835616
YGL133W,1264,15.93,32.51,0.490003075976623,NA,FALSE,NA,NA
YGL134W,433,6.57,25.12,0.261544585987261,NA,FALSE,NA,NA
YGL136C,320,7.59,24.15,0.314285714285714,NA,FALSE,NA,NA
YGL137W,889,279.37,328.62,0.850130850222141,-9,TRUE,25,0.36
YGL139W,802,33.55,67.62,0.496154983732623,NA,FALSE,NA,NA
YGL140C,1219,22.7,77.03,0.294690380371284,-11.3,TRUE,188,0.393617021276596
YGL141W,910,17,27.64,0.615050651230101,-8.4,TRUE,19,0.263157894736842
YGL142C,616,15.71,39.95,0.393241551939925,-10,TRUE,38,0.394736842105263
YGL143C,413,13.87,24.91,0.556804496186271,NA,FALSE,NA,NA
YGL144C,685,4.39,16.31,0.269160024524831,-12.8,TRUE,27,0.37037037037037
YGL145W,701,24.67,33.28,0.741286057692308,-7.9,TRUE,71,0.394366197183099
YGL148W,376,482.09,448.43,1.07506188256807,-7.3,TRUE,36,0.416666666666667
YGL150C,1489,27.64,78.9,0.350316856780735,-7.6,TRUE,221,0.375565610859729
YGL151W,1132,22.36,49.04,0.455954323001631,-11.6,TRUE,56,0.392857142857143
YGL153W,341,41.21,35.5,1.16084507042254,NA,FALSE,NA,NA
YGL154C,272,6.19,19,0.325789473684211,-9.1,TRUE,5,0.6
YGL155W,376,25.19,64.66,0.389576244973709,NA,FALSE,NA,NA
YGL156W,1083,8.09,11.41,0.709027169149869,NA,FALSE,NA,NA
YGL157W,347,103.57,97.01,1.06762189465004,NA,FALSE,NA,NA
YGL159W,370,24.64,35.91,0.686159844054581,-8.3,TRUE,8,0.625
YGL160W,570,21.96,40.84,0.537708129285015,-7.3,TRUE,124,0.354838709677419
YGL161C,310,91.35,87.32,1.04615208428768,-6.8,TRUE,101,0.346534653465347
YGL162W,299,11.92,22.39,0.532380527020991,-8.8,TRUE,47,0.382978723404255
YGL163C,898,11.13,24.33,0.457459926017263,-4.5,TRUE,159,0.371069182389937
YGL164C,440,26.43,24.38,1.08408531583265,-9.7,TRUE,12,0.416666666666667
YGL166W,225,26.75,31.06,0.861236316806182,-10.7,TRUE,22,0.363636363636364
YGL167C,950,78.06,158.63,0.492088507848452,NA,FALSE,NA,NA
YGL169W,426,30.27,41.01,0.73811265544989,-4.9,TRUE,60,0.4
YGL171W,564,72.87,71.03,1.02590454737435,-7.4,TRUE,37,0.405405405405405
YGL172W,472,85.52,73.41,1.16496390137583,-13.6,TRUE,8,0.625
YGL173C,1528,199.69,317.52,0.628905265810028,NA,FALSE,NA,NA
YGL174W,266,25.96,23.87,1.08755760368664,NA,FALSE,NA,NA
YGL175C,345,5.15,16.69,0.308568004793289,NA,FALSE,NA,NA
YGL176C,554,3.85,21.94,0.175478577939836,NA,FALSE,NA,NA
YGL178W,859,14.97,34.03,0.439905965324713,NA,FALSE,NA,NA
YGL179C,560,7.15,15.12,0.472883597883598,NA,FALSE,NA,NA
YGL180W,897,8.54,21.78,0.392102846648301,NA,FALSE,NA,NA
YGL181W,396,94.63,67.24,1.40734681737061,NA,FALSE,NA,NA
YGL184C,465,9.7,8.04,1.20646766169154,NA,FALSE,NA,NA
YGL185C,379,21.39,26.36,0.811456752655539,-11.3,TRUE,10,0.5
YGL186C,579,72.27,67.24,1.07480666270077,NA,FALSE,NA,NA
YGL187C,155,137.73,79.7,1.72810539523212,NA,FALSE,NA,NA
YGL190C,526,52.33,76.07,0.687919021953464,NA,FALSE,NA,NA
YGL191W,129,280.31,165.2,1.69679176755448,NA,FALSE,NA,NA
YGL194C,452,29.76,40.29,0.738644825018615,NA,FALSE,NA,NA
YGL194CA,80,33.21,35.68,0.930773542600897,NA,FALSE,NA,NA
YGL195W,2672,177.36,353.97,0.501059411814561,-5.5,TRUE,44,0.363636363636364
YGL196W,428,40.3,55.08,0.731663035584604,NA,FALSE,NA,NA
YGL197W,1487,16.98,58.45,0.290504704875962,NA,FALSE,NA,NA
YGL198W,235,84.03,91.31,0.920271602234147,-4.4,TRUE,8,0.625
YGL200C,203,499.94,439.54,1.13741638986213,-6.7,TRUE,62,0.403225806451613
YGL201C,1017,43.12,66.3,0.650377073906486,NA,FALSE,NA,NA
YGL202W,500,451.12,372.66,1.21054043900606,-6.6,TRUE,43,0.372093023255814
YGL203C,729,66.94,71.97,0.930109767958872,NA,FALSE,NA,NA
YGL206C,1653,341.45,404.14,0.844880486959964,-9.8,TRUE,97,0.360824742268041
YGL207W,1035,174.06,197.15,0.882881055034238,-9.6,TRUE,94,0.361702127659574
YGL208W,415,16.78,17.79,0.943226531759416,NA,FALSE,NA,NA
YGL209W,382,37.57,32.98,1.13917525773196,-1.2,TRUE,48,0.395833333333333
YGL210W,222,67.86,57.2,1.18636363636364,NA,FALSE,NA,NA
YGL211W,359,27.67,53.46,0.517583239805462,-13,TRUE,13,0.384615384615385
YGL212W,316,31.51,19.78,1.59302325581395,NA,FALSE,NA,NA
YGL213C,397,73.34,61.98,1.18328493062278,NA,FALSE,NA,NA
YGL215W,452,28.88,166.16,0.173808377467501,NA,FALSE,NA,NA
YGL216W,805,15.22,35.58,0.427768409218662,NA,FALSE,NA,NA
YGL219C,459,26.62,44.28,0.601174345076784,-14.2,TRUE,28,0.392857142857143
YGL220W,120,192.86,168.56,1.14416231608923,NA,FALSE,NA,NA
YGL221C,288,165.78,154.65,1.07196896217265,NA,FALSE,NA,NA
YGL222C,175,57.5,38.25,1.50326797385621,-3.8,TRUE,53,0.415094339622642
YGL223C,417,25.2,34.82,0.723721998851235,NA,FALSE,NA,NA
YGL224C,280,30.1,50.09,0.600918346975444,NA,FALSE,NA,NA
YGL225W,337,301.04,286.53,1.05064042159634,-2.6,TRUE,42,0.380952380952381
YGL226CA,86,201.6,116.74,1.72691451087888,NA,FALSE,NA,NA
YGL226W,123,54.31,32.81,1.65528802194453,-13.7,TRUE,6,0.666666666666667
YGL227W,958,14.59,27.43,0.531899380240612,-8.8,TRUE,94,0.361702127659574
YGL228W,577,105.45,135.45,0.778516057585825,-11.8,TRUE,55,0.4
YGL229C,818,4.17,21.42,0.194677871148459,-11.2,TRUE,263,0.372623574144487
YGL231C,190,163.92,133.4,1.2287856071964,-8.3,TRUE,21,0.333333333333333
YGL232W,289,110.75,119.04,0.930359543010753,NA,FALSE,NA,NA
YGL233W,910,23.11,62.25,0.371244979919679,-14,TRUE,30,0.4
YGL234W,802,426.16,408.45,1.04335904027421,NA,FALSE,NA,NA
YGL236C,669,9.07,25.67,0.353330736268017,NA,FALSE,NA,NA
YGL237C,265,30.9,21.54,1.43454038997214,NA,FALSE,NA,NA
YGL238W,960,75.7,156.51,0.483675164526228,-11.2,TRUE,4,0.75
YGL240W,250,10.86,15.16,0.716358839050132,NA,FALSE,NA,NA
YGL241W,1004,22.79,36.13,0.630777747024633,-6.6,TRUE,7,0.714285714285714
YGL242C,181,199.99,106.86,1.87151413063822,NA,FALSE,NA,NA
YGL243W,400,8.68,23.87,0.363636363636364,NA,FALSE,NA,NA
YGL244W,558,119.78,66.94,1.78936360920227,NA,FALSE,NA,NA
YGL245W,708,841.31,821.85,1.02367828679199,-13.5,TRUE,16,0.3125
YGL246C,387,39.39,51.12,0.770539906103286,-7.7,TRUE,69,0.376811594202899
YGL247W,197,13.88,32.98,0.420861127956337,-16.3,TRUE,2,1
YGL248W,369,22.74,44.01,0.516700749829584,NA,FALSE,NA,NA
YGL250W,241,12.74,7.35,1.73333333333333,NA,FALSE,NA,NA
YGL251C,1187,1.11,7.92,0.140151515151515,NA,FALSE,NA,NA
YGL252C,588,55.26,74.99,0.736898253100413,-14.7,TRUE,39,0.41025641025641
YGL253W,486,2040.98,1692.76,1.20571138259411,-4.2,TRUE,48,0.395833333333333
YGL254W,299,23.32,24.85,0.938430583501006,-6.6,TRUE,10,0.5
YGL255W,376,9.74,15.18,0.64163372859025,NA,FALSE,NA,NA
YGL256W,382,10.85,49.47,0.219324843339398,NA,FALSE,NA,NA
YGL257C,558,16.53,54.42,0.30374862183021,NA,FALSE,NA,NA
YGR001C,248,176.89,149.83,1.18060468531002,-8.2,TRUE,10,0.5
YGR002C,476,25.55,33.91,0.753465054556178,NA,FALSE,NA,NA
YGR003W,744,14.8,29.37,0.503915560095335,-6.3,TRUE,29,0.379310344827586
YGR004W,462,19.23,29.29,0.656538067599863,-7.7,TRUE,29,0.379310344827586
YGR005C,400,77.93,64.47,1.20877927718319,NA,FALSE,NA,NA
YGR006W,251,15.59,21.96,0.709927140255009,-10.7,TRUE,6,0.666666666666667
YGR007W,323,54.8,93.25,0.587667560321716,NA,FALSE,NA,NA
YGR008C,84,307.99,123.62,2.4914253357062,NA,FALSE,NA,NA
YGR009C,651,61.79,53.07,1.16431128697946,-6.2,TRUE,44,0.363636363636364
YGR010W,395,21.09,31.4,0.671656050955414,NA,FALSE,NA,NA
YGR012W,393,41.71,60.99,0.683882603705525,-5.5,TRUE,30,0.4
YGR013W,620,17.42,24.05,0.724324324324324,-10.7,TRUE,24,0.333333333333333
YGR014W,1306,66.33,126.2,0.525594294770206,-6.5,TRUE,175,0.382857142857143
YGR015C,328,7.45,15.6,0.477564102564103,-11.5,TRUE,20,0.3
YGR016W,190,14.7,13.47,1.0913140311804,NA,FALSE,NA,NA
YGR017W,297,63.07,95.28,0.661943744752309,NA,FALSE,NA,NA
YGR019W,471,77.96,70.95,1.09880197322058,-2.4,TRUE,39,0.41025641025641
YGR020C,118,496.69,432.51,1.14838963260965,NA,FALSE,NA,NA
YGR021W,290,22.83,27.32,0.835651537335285,-4.6,TRUE,36,0.416666666666667
YGR023W,551,3.79,9.29,0.407965554359526,-9.3,TRUE,199,0.381909547738693
YGR024C,237,40.95,97.39,0.420474381353322,-10.1,TRUE,4,0.75
YGR026W,278,194.33,169.07,1.14940557165671,-5,TRUE,132,0.348484848484849
YGR027C,108,7720.04,5355.34,1.44155926607834,-1,TRUE,35,0.4
YGR028W,362,25.34,42.28,0.599337748344371,-3.3,TRUE,26,0.384615384615385
YGR029W,189,58.76,65.88,0.891924711596843,-8.6,TRUE,1,1
YGR030C,158,53.64,44.54,1.20431073192636,-7.9,TRUE,16,0.3125
YGR031W,342,30.71,41.3,0.743583535108959,-11.4,TRUE,73,0.383561643835616
YGR032W,1895,12.14,34.62,0.350664355863663,NA,FALSE,NA,NA
YGR033C,239,50.37,86.28,0.583796940194715,NA,FALSE,NA,NA
YGR034W,127,4554.68,3360.2,1.35547884054521,-9.3,TRUE,28,0.392857142857143
YGR035C,116,99.2,62.37,1.59050825717492,-0.9,TRUE,9,0.555555555555556
YGR036C,239,25.56,27.8,0.919424460431655,NA,FALSE,NA,NA
YGR037C,87,2190.07,1014.29,2.15921482021907,-7.2,TRUE,54,0.407407407407407
YGR038W,222,86.8,68.72,1.26309662398137,-3.8,TRUE,139,0.352517985611511
YGR040W,368,23.1,44.8,0.515625,NA,FALSE,NA,NA
YGR041W,547,24.31,56.86,0.427541329581428,-7.47,TRUE,359,0.406685236768802
YGR042W,271,13.68,31.78,0.430459408432977,-13.4,TRUE,20,0.3
YGR043C,333,5.78,10.35,0.558454106280193,NA,FALSE,NA,NA
YGR044C,300,73.6,91.7,0.802617230098146,NA,FALSE,NA,NA
YGR046W,385,15.67,31.19,0.50240461686438,NA,FALSE,NA,NA
YGR047C,1025,18.46,34.14,0.540714704159344,-12.7,TRUE,45,0.377777777777778
YGR048W,361,46.36,48.67,0.952537497431683,-4.1,TRUE,56,0.392857142857143
YGR049W,187,59.07,41.32,1.42957405614714,-1.1,TRUE,50,0.42
YGR052W,369,3.04,4,0.76,NA,FALSE,NA,NA
YGR054W,642,176.42,168.5,1.04700296735905,-6.8,TRUE,172,0.383720930232558
YGR055W,574,190.73,227.64,0.837858021437357,-5,TRUE,51,0.411764705882353
YGR056W,928,21.11,32.62,0.647148988350705,NA,FALSE,NA,NA
YGR057C,242,11.46,27.86,0.411342426417803,-3.9,TRUE,90,0.366666666666667
